CAMPUS,C20AD15R,C20AD16R,C20ADC15R,C20ADC16R,C20ADE15R,C20ADE16R,C20ADM15R,C20ADM16R,C20ADS15R,C20ADS16R,C29AD15R,C29AD16R,C29ADC15R,C29ADC16R,C29ADE15R,C29ADE16R,C29ADM15R,C29ADM16R,C29ADS15R,C29ADS16R,C30AD15R,C30AD16R,C30ADC15R,C30ADC16R,C30ADE15R,C30ADE16R,C30ADM15R,C30ADM16R,C30ADS15R,C30ADS16R,C39AD15R,C39AD16R,C39ADC15R,C39ADC16R,C39ADE15R,C39ADE16R,C39ADM15R,C39ADM16R,C39ADS15R,C39ADS16R,C40AD15R,C40AD16R,C40ADC15R,C40ADC16R,C40ADE15R,C40ADE16R,C40ADM15R,C40ADM16R,C40ADS15R,C40ADS16R,C49AD15R,C49AD16R,C49ADC15R,C49ADC16R,C49ADE15R,C49ADE16R,C49ADM15R,C49ADM16R,C49ADS15R,C49ADS16R,CA0AD15R,CA0AD16R,CA0ADC15R,CA0ADC16R,CA0ADE15R,CA0ADE16R,CA0ADM15R,CA0ADM16R,CA0ADS15R,CA0ADS16R,CA9AD15R,CA9AD16R,CA9ADC15R,CA9ADC16R,CA9ADE15R,CA9ADE16R,CA9ADM15R,CA9ADM16R,CA9ADS15R,CA9ADS16R,CB0AD15R,CB0AD16R,CB0ADC15R,CB0ADC16R,CB0ADE15R,CB0ADE16R,CB0ADM15R,CB0ADM16R,CB0ADS15R,CB0ADS16R,CB9AD15R,CB9AD16R,CB9ADC15R,CB9ADC16R,CB9ADE15R,CB9ADE16R,CB9ADM15R,CB9ADM16R,CB9ADS15R,CB9ADS16R,CE0AD15R,CE0AD16R,CE0ADC15R,CE0ADC16R,CE0ADE15R,CE0ADE16R,CE0ADM15R,CE0ADM16R,CE0ADS15R,CE0ADS16R,CE9AD15R,CE9AD16R,CE9ADC15R,CE9ADC16R,CE9ADE15R,CE9ADE16R,CE9ADM15R,CE9ADM16R,CE9ADS15R,CE9ADS16R,CF0AD15R,CF0AD16R,CF0ADC15R,CF0ADC16R,CF0ADE15R,CF0ADE16R,CF0ADM15R,CF0ADM16R,CF0ADS15R,CF0ADS16R,CF9AD15R,CF9AD16R,CF9ADC15R,CF9ADC16R,CF9ADE15R,CF9ADE16R,CF9ADM15R,CF9ADM16R,CF9ADS15R,CF9ADS16R,CH0AD15R,CH0AD16R,CH0ADC15R,CH0ADC16R,CH0ADE15R,CH0ADE16R,CH0ADM15R,CH0ADM16R,CH0ADS15R,CH0ADS16R,CH9AD15R,CH9AD16R,CH9ADC15R,CH9ADC16R,CH9ADE15R,CH9ADE16R,CH9ADM15R,CH9ADM16R,CH9ADS15R,CH9ADS16R,CI0AD15R,CI0AD16R,CI0ADC15R,CI0ADC16R,CI0ADE15R,CI0ADE16R,CI0ADM15R,CI0ADM16R,CI0ADS15R,CI0ADS16R,CI9AD15R,CI9AD16R,CI9ADC15R,CI9ADC16R,CI9ADE15R,CI9ADE16R,CI9ADM15R,CI9ADM16R,CI9ADS15R,CI9ADS16R,CL0AD15R,CL0AD16R,CL0ADC15R,CL0ADC16R,CL0ADE15R,CL0ADE16R,CL0ADM15R,CL0ADM16R,CL0ADS15R,CL0ADS16R,CL9AD15R,CL9AD16R,CL9ADC15R,CL9ADC16R,CL9ADE15R,CL9ADE16R,CL9ADM15R,CL9ADM16R,CL9ADS15R,CL9ADS16R,CM0AD15R,CM0AD16R,CM0ADC15R,CM0ADC16R,CM0ADE15R,CM0ADE16R,CM0ADM15R,CM0ADM16R,CM0ADS15R,CM0ADS16R,CM9AD15R,CM9AD16R,CM9ADC15R,CM9ADC16R,CM9ADE15R,CM9ADE16R,CM9ADM15R,CM9ADM16R,CM9ADS15R,CM9ADS16R,CR0AD15R,CR0AD16R,CR0ADC15R,CR0ADC16R,CR0ADE15R,CR0ADE16R,CR0ADM15R,CR0ADM16R,CR0ADS15R,CR0ADS16R,CR9AD15R,CR9AD16R,CR9ADC15R,CR9ADC16R,CR9ADE15R,CR9ADE16R,CR9ADM15R,CR9ADM16R,CR9ADS15R,CR9ADS16R,CS0AD15R,CS0AD16R,CS0ADC15R,CS0ADC16R,CS0ADE15R,CS0ADE16R,CS0ADM15R,CS0ADM16R,CS0ADS15R,CS0ADS16R,CS9AD15R,CS9AD16R,CS9ADC15R,CS9ADC16R,CS9ADE15R,CS9ADE16R,CS9ADM15R,CS9ADM16R,CS9ADS15R,CS9ADS16R,CW0AD15R,CW0AD16R,CW0ADC15R,CW0ADC16R,CW0ADE15R,CW0ADE16R,CW0ADM15R,CW0ADM16R,CW0ADS15R,CW0ADS16R,CW9AD15R,CW9AD16R,CW9ADC15R,CW9ADC16R,CW9ADE15R,CW9ADE16R,CW9ADM15R,CW9ADM16R,CW9ADS15R,CW9ADS16R
"011901106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011901107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011901108",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011901109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011901110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011902001",55.6,42.9,-1,-1,22.2,14.3,57.1,33.3,22.2,0,27.3,40,0,0,14.3,10,21.1,10.5,9.5,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,0,-1,0,-1,16.7,-1,33.3,-1,-1,.,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.5,48.9,0,7,25.1,23.2,29,36.3,18.8,25,31,35.5,0,2.3,14.6,12.6,13,15.4,17.3,20.4,37.2,38.4,0,0,20.2,19.7,21.1,30.6,9.9,17.8,24.1,26,0,0,12.8,9.5,9.8,11.5,8.5,12.8,38.4,42.2,0,5.8,17,20.2,26.2,29.7,10.5,20.4,25.2,29.8,0,1.8,9.9,10.8,11.5,12,11,16.2,49.5,57.4,0,10.8,29.7,32.8,32.1,38.7,20,30.7,36.1,43.2,0,3.5,18.7,17.3,15,16.3,19.1,25,39.8,45.9,0,5.6,22.1,20.1,23.8,33.1,15.5,21.6,26.7,30.7,0,1.8,12.1,11,10.2,14.4,14.4,16.7,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,17.2,6.7,0,0,0,0,10.7,7.4,0,3.3,7.1,2.1,0,0,0,0,3.7,2.2,0,1.1,37.6,41.3,0,3.5,20.7,14.5,25.7,34,17.6,19.8,26.4,28.4,0,1.2,11,8.3,11.1,14.6,15.7,16.1,30.1,17.4,0,0.7,9.8,3,20.3,13.3,5.6,4.8,17.7,10.7,0,0.2,5.6,1.6,9.7,4,5.1,4.5,7.5,21.6,0,0,0,0,0,14.3,0,2.8,4.5,8.7,0,0,0,0,0,4.3,0,1,50.7,57.9,0,12.1,31.8,30.4,39.2,44.3,27.9,34.1,40.8,48.3,0,4.5,19.5,17.6,18.2,19.9,26.3,30.7
"011902003",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011902004",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.8,9.1,0,0,0,0,18.5,16.7,0,0,11.6,8.9,0,0,0,0,18.5,16.7,0,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,11.5,6.3,0,0,0,0,15,11.8,0,0,10.7,6.3,0,0,0,0,15,11.8,0,0,15.8,7.7,0,0,0,0,25,11.1,0,0,14.3,7.4,0,0,0,0,25,11.1,0,0,17.6,8,0,0,0,0,23.1,14.3,0,0,16.7,8,0,0,0,0,23.1,14.3,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,10,10.3,0,0,0,0,13.3,25,0,0,9.1,10.3,0,0,0,0,13.3,25,0,0,12.1,8.3,0,0,0,0,16.7,15.4,0,0,11.1,8.2,0,0,0,0,16.7,15.4,0,0,-1,14.3,-1,0,-1,0,-1,-1,-1,0,-1,14.3,-1,0,-1,0,-1,-1,-1,0,13.3,15.8,0,0,0,0,20,25,0,0,11.8,15,0,0,0,0,20,25,0,0
"011902041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011902101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011902102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011902103",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011904002",33.3,16.7,-1,-1,16.7,16.7,20,20,16.7,20,12.5,5.6,0,0,6.3,6.7,6.7,6.7,10,9.1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.1,44.4,22,15.9,21.9,22.7,47.3,44.8,18.4,19.4,22.5,20.6,7.6,5.6,10.8,10.6,20.4,18.2,12.1,12.5,47.8,13,0,7.7,9.1,5,50,14.3,9.1,4.5,26.1,6.7,0,2.9,6.7,2.4,18.9,5.7,8.8,3,35.7,30.5,6.7,8.8,11.7,15,35.4,34.6,13.5,11.9,16.1,13.4,1.8,2.8,5.5,6.7,13.9,13.4,9.1,7.3,48.9,47.5,20.5,13.3,24.6,27.6,47.2,45.7,24.8,21.7,24.8,23.5,7.4,4.8,12.8,13.8,21.6,20.2,16.9,14.9,36.5,42.9,2.8,11.1,16.9,14.9,31.5,44.6,14.8,15.2,17.6,20.1,1,3.7,8.1,7,14.3,19.2,9.5,10,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,43.1,40.7,23.5,18.4,18.8,16.8,47.3,43.7,11.6,16.5,20.2,17.5,7.8,6.3,8.7,7.3,19.1,16.2,7.3,9.9,25.5,21.1,11.8,2.5,2.1,10.3,28.6,17,2.1,5.8,10.1,9.5,2.2,0.9,0.8,4.6,9.3,6.9,1.1,3.9,14.3,15.8,-1,0,7.7,6.7,0,0,0,0,8.9,6,0,0,4.7,2.4,0,0,0,0,49.7,51.3,31.2,19.4,25.5,28.9,54.4,50.4,20.9,23.4,24.1,23.7,11.2,7,12.4,13.5,23.4,20.1,13.5,15
"011904041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011904101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011904102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011905001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"011905101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
